name,information,address,price,owner,complex_name,house_type,in_pledge,construction_year,ceiling_height,furniture_info,bathroom_info,condition,area,room_count,floor,floor_count,district
"3-комнатная квартира, 106 м², 10/13 этаж","жил. комплекс Нурсая Бонита, монолитный дом, 2009 г.п., потолки 3м., Ипотека Наличные 8690514", Достык 13,46000000,Риелтор,нурсая 2,монолитный дом,False,2009,3.0,,,,106.0,3,10.0,13.0,Есильский р-н
"1-комнатная квартира, 42 м², 11/12 этаж","жил. комплекс Инфинити-2, монолитный дом, 2012 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: нет, интернет через TV кабель, меблирована полностью, Продаётся хорошая 1 - комнатная квартира в центре левого берега, по ул. Кабанбай батыра. Квартира после ремонта. Фото реальны…", Кабанбай батыра 42,22500000,Хозяин недвижимости,инфинити 2,монолитный дом,False,2012,2.7,,совмещенный,хорошее,42.0,1,11.0,12.0,Есильский р-н
"1-комнатная квартира, 42 м², 8/9 этаж","жил. комплекс Otbasym, 2023 г.п., потолки 3м", Культегин 19/1,17500000,Хозяин недвижимости,otbasym,,False,2023,3.0,,,,42.0,1,8.0,9.0,Нура р-н
"1-комнатная квартира, 39 м², 11/12 этаж","2023 г.п., Продаётся полноценная однокомнатная квартира, в Жк Rio de Janeiro 2, дом кирпичный теплый, солнечная сторона, не угловая. Можно также в ипотеку. Рядом набережная, Коктал паРК, вся необходимая инфраструктура, перспективный район!", Бейбарыс Султана 25/3,13900000,Хозяин недвижимости,,,False,2023,,,,,39.0,1,11.0,12.0,Сарыарка р-н
"1-комнатная квартира, 41.7 м², 2/10 этаж","жил. комплекс Apple City, монолитный дом, 2020 г.п., жил. площадь 39.6 м², кухня 12 м², потолки 3м., Дом бизнес класса, развитая инфраструктура. Рядом мега Silkway, новая мечать, экспо, школа binom, больница Квартира чистая, уютная, с ремонтом, меблированная. Срочно! торг!Без посредников!", Бокейхана,24500000,Хозяин недвижимости,apple city,монолитный дом,False,2020,3.0,,,,41.7,1,2.0,10.0,Есильский р-н
"3-комнатная квартира, 119 м², 12/19 этаж","жил. комплекс Монблан де Люкс, монолитный дом, 2015 г.п., состояние: хорошее, потолки 2.7м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, Отличное расположение, очень удобная транспортная развязка, зимой очень тепло в доме, рядом 2 школы на русском и казахском языке обучения. Пар…", Кенесары 8 — Сарыарка и Кенесары,54000000,Хозяин недвижимости,монблан де люкс,монолитный дом,False,2015,2.7,,2,хорошее,119.0,3,12.0,19.0,Сарыарка р-н
"1-комнатная квартира, 33 м², 7/10 этаж","2018 г.п., состояние: хорошее, санузел совмещенный, интернет проводной, меблирована частично, Продается полноценная однокомнатная квартира ЖК Аружан комфорт + класса дом средний этаж 7/10 частично меблировано ипотека рассматривается документы готовы в оформлению Возле комплекса расположена гимназия…", омаров 23,17120000,Риелтор,,,False,2018,,,совмещенный,хорошее,33.0,1,7.0,10.0,Есильский р-н
"1-комнатная квартира, 40 м², 2/12 этаж","монолитный дом, 2018 г.п., состояние: хорошее, Предлагается полноценная 1-комнатная квартира на левом берегу, в ЖК Созвездие. Общая площадь 40кв.м. Полностью меблирована и обставлена всей необходимой бытовой техникой. Подойдет как для собственного проживания, так и приобретение в качестве инвистиц…", Улы Дала 57,19900000,Риелтор,,монолитный дом,False,2018,,,,хорошее,40.0,1,2.0,12.0,Есильский р-н
"3-комнатная квартира, 64 м², 1/4 этаж","1993 г.п., потолки 2.7м., санузел раздельный, телефон: отдельный, меблирована частично, Продам 3-х комнатную квартиру. Комнаты изолированные. Санузел раздельный. Все вопросы по телефону", Карасай Батыра 22/1,24000000,Хозяин недвижимости,,,False,1993,2.7,,раздельный,,64.0,3,1.0,4.0,Сарыарка р-н
"2-комнатная квартира, 68 м², 8/9 этаж","жил. комплекс Шыгыс, монолитный дом, 2022 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, телефон: отдельный, меблирована частично, Продам квартиру с ЕВРО РЕМОРНТОМ . Я хозяйка квартиры. 2-х комнатная квартира в Шыгыс, дом 2 В. Кваритира с Евро ремонтом с новой встроенной кухней. 10…", Сыганак 14,31500000,Хозяин недвижимости,шыгыс,монолитный дом,False,2022,2.7,,раздельный,хорошее,68.0,2,8.0,9.0,Есильский р-н
"2-комнатная квартира, 52 м², 3/15 этаж","жил. комплекс Кулан-2, монолитный дом, 2014 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, интернет оптика, меблирована частично, Продам 2-ухкомнатную квартиру в ЖК Кулан 2 (Алматинский район, ул. Кордай, дом 75) в хорошем состоянии (л…", Кордай 75,26500000,Хозяин недвижимости,кулан,монолитный дом,False,2014,2.7,,раздельный,хорошее,52.0,2,3.0,15.0,Алматы р-н
"2-комнатная квартира, 48.9 м², 1/10 этаж","жил. комплекс Anar, кирпичный дом, 2023 г.п., потолки 3м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, без мебели, Продаю квартиру срочно, ремонт сделали очень хорошо, нужно смотреть, есть не большой торг, можно в ипатеку, квартира в залоге 10 млн, банк це…", Аккум 22 — Орынбор 13,28000000,Хозяин недвижимости,anar,кирпичный дом,False,2023,3.0,без мебели,совмещенный,,48.9,2,1.0,10.0,Есильский р-н
"1-комнатная квартира, 44 м², 9/11 этаж","жил. комплекс Safia, монолитный дом, 2024 г.п., потолки 3.2м., Неугловая, улучшенная, комнаты изолированы. Высокие потолки 3, 2 метра для удобства пространства. Система «умного дома», технологии Touch ID и Face ID для обеспечения безопасности. Бесшумные грузовые и пассажирские лифты. Продам 1ком…", Казыбек Би 21,15000000,Хозяин недвижимости,safia,монолитный дом,False,2024,3.2,,,,44.0,1,9.0,11.0,Есильский р-н
"3-комнатная квартира, 50 м², 3/4 этаж","кирпичный дом, 1990 г.п., Помогу купить без первоначального взноса Если вы ищете кусочек культуры или европейского Прованса то эта уникальная возможность после приобретения этой квартиры погрузиться в этот колорит и насладиться прогулками вдоль набережной и весенним пением птиц, утренней чашечкой…", кенесары 30,18500000,Риелтор,,кирпичный дом,False,1990,,,,,50.0,3,3.0,4.0,Сарыарка р-н
"1-комнатная квартира, 46 м², 9/12 этаж","жил. комплекс Комсомольский, монолитный дом, 2023 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, ДДУ. однокомн. 46 кв. м. ул. М. Нарикбаева. 8. ЖК ""Комсомольский"". Монолит+газоблок+минплита+стеклопакеты. 9 этаж из 12. Рядом: детсад, школа, мечет, магазины, Хан шаты…", Нәрікбаева 8,19000000,Хозяин недвижимости,комсомольский,монолитный дом,False,2023,2.8,,совмещенный,хорошее,46.0,1,9.0,12.0,Нура р-н
"3-комнатная квартира, 82 м², 3/9 этаж","жил. комплекс Отау, панельный дом, 2021 г.п., состояние: хорошее, потолки 2.5м., санузел раздельный, телефон: есть возможность подключения, интернет оптика, меблирована полностью, Продам квартиру полностью с мебелю и бытовой техникой", А 105 11 — А 105,35500000,Хозяин недвижимости,отау,панельный дом,False,2021,2.5,,раздельный,хорошее,82.0,3,3.0,9.0,Алматы р-н
"1-комнатная квартира, 34 м², 9/9 этаж","жил. комплекс Отау, 2019 г.п., Продам однокомнатную квартиру в отличном состоянии. документы в порядке можно в ипотеку ✅ Прошу посредников и риэлторов не беспокоить ⛔️", А 108 28,14500000,Хозяин недвижимости,отау,,False,2019,,,,,34.0,1,9.0,9.0,Алматы р-н
"1-комнатная квартира, 37 м², 3/10 этаж","монолитный дом, 2019 г.п., Код 10439168 Пластиковые окна, неугловая, улучшенная, встроенная кухня, счётчики, тихий двор. Квартира неугловая, светлая, свежий ремонт, ламинат, меблированная, средний этаж. Юридически чистая. Ипотека НЕ рассматривается. Рядом находится школа, детские сады, аптеки, смол…", Жумекен Нажимеденова 39,13400000,Риелтор,,монолитный дом,False,2019,,,,,37.0,1,3.0,10.0,Алматы р-н
"2-комнатная квартира, 58 м², 3 этаж","В залоге, жил. комплекс Qazaq Eli Kulan, монолитный дом, 2022 г.п., состояние: черновая отделка, потолки 3м., санузел совмещенный, Продается 2-х комн кв, комфорт, 3 этаж, 58 кВ м, черновая , в залоге. Звонить по номеру", А. Байтурсынова 32/1 — находится возле вокзал Нурлы жол,25000000,Хозяин недвижимости,qazaq eli kulan,монолитный дом,True,2022,3.0,,совмещенный,черновая отделка,58.0,2,,,Алматы р-н
"2-комнатная квартира, 64.38 м², 5/12 этаж","В залоге, жил. комплекс Мадрид 3, кирпичный дом, 2023 г.п., потолки 3м., Полноценную двухкомнатную квартиру от строительной компании G-park 3 очередь. дом комфорт класса, кирпичный, высота потолка 3 метра, предчистовая отделка. сдача 1 квартал 2023. Можно оформить догор на переуступку. В ш…", Айтматова — Е164,28000000,Хозяин недвижимости,мадрид 3,кирпичный дом,True,2023,3.0,,,,64.38,2,5.0,12.0,Есильский р-н
"3-комнатная квартира, 104 м², 4/21 этаж","жил. комплекс Алматау, 2017 г.п., состояние: черновая отделка, жил. площадь 55.2 м², кухня 15.4 м², потолки 2.9м., санузел раздельный, Продается квартира в ЖК «Алматау», который расположен в центре левобережья, на пересечении пр. Кабанбай батыра и ул. Сыганак. В квартале существует развитая па…", проспект Кабанбай Батыра 29,44928000,Риелтор,алматау,,False,2017,2.9,,раздельный,черновая отделка,104.0,3,4.0,21.0,Есильский р-н
"2-комнатная квартира, 62.6 м², 5/9 этаж","монолитный дом, 2019 г.п., потолки 2.7м., Продам полноценную двух комнатную квартиру, кухня изолированная, окна смотрят во двор, не угловая, предчистовая отделка. Удобное расположение, школа, гипермаркет, спортивные комплексы рядом. Документы на руках можно в ипотеку! Есть видео обзор, звоните!", Туран 55/12,25500000,Риелтор,,монолитный дом,False,2019,2.7,,,,62.6,2,5.0,9.0,Есильский р-н
"1-комнатная квартира, 25.3 м², 2/5 этаж","кирпичный дом, 2018 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, без мебели, Продам 1 ком квартиру в Алматинском районе. Дом из красного кирпича. Центральное отопление. Рядом школа 53 школа, Nurorda. документы в порядке, рассматривается ипотека", Жанкент 123 — Сатпаева,9500000,Риелтор,,кирпичный дом,False,2018,2.7,без мебели,совмещенный,хорошее,25.3,1,2.0,5.0,Алматы р-н
"3-комнатная квартира, 92 м², 10/16 этаж","жил. комплекс Мкр Самал, монолитный дом, 2000 г.п., состояние: хорошее, потолки 2.7м., интернет проводной, меблирована частично, Продам 3х ком квартиру мкр Самал. Дом расположена в золотом квадрате столицы, супер локация, удобная транспортная развязка. В доме имеется консьерж, видеонаблюдение…", Самал мкр 6 — Республика,46500000,Риелтор,мкр самал,монолитный дом,False,2000,2.7,,,хорошее,92.0,3,10.0,16.0,Сарыарка р-н
"2-комнатная квартира, 68 м², 8/12 этаж","жил. комплекс Шыгыс, кирпичный дом, 2019 г.п., состояние: требует ремонта, потолки 2.7м., санузел раздельный, Горящая цена! 🔥 🔥 🔥 ЖК ""Шыгыс 4"". Пластиковые окна, улучшенная пред чистовая отделка, дом комфорт класса, на 2 линий, 800м. до ТРЦ Хан Шатыр, комнаты изолированы, гардероб, тих…", Маметовой 12 — Сыганак,21400000,Риелтор,шыгыс,кирпичный дом,False,2019,2.7,,раздельный,требует ремонта,68.0,2,8.0,12.0,Нура р-н
"1-комнатная квартира, 38 м², 3/12 этаж","жил. комплекс Гималаи, кирпичный дом, 2023 г.п., состояние: черновая отделка, потолки 2.7м., Продаётся 1 комн. квартира в ЖК Гималаи, 40.8 кв. метров, 3 этаж, не угловая. Только за наличный расчет. Если не отвечаю на звонки, напишите пожалуйста", Нажмиденова 13/2,13500000,Хозяин недвижимости,гималай,кирпичный дом,False,2023,2.7,,,черновая отделка,38.0,1,3.0,12.0,Алматы р-н
"2-комнатная квартира, 60 м², 4/12 этаж","жил. комплекс Headliner, монолитный дом, 2021 г.п., потолки 3м., санузел совмещенный, меблирована полностью, Продается 2 ком. квартира бизнесс класса, полностью меблированная, с отличным двором и отличной локацией. Теплая и уютная", мкр Комсомольский Толеби 48/1,53000000,Хозяин недвижимости,headliner,монолитный дом,False,2021,3.0,,совмещенный,,60.0,2,4.0,12.0,Есильский р-н
"3-комнатная квартира, 80.2 м², 18/20 этаж","жил. комплекс Sezim Qala.Baqyt, монолитный дом, 2023 г.п., состояние: черновая отделка, потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, интернет проводной, без мебели, Продам 3-х комнатную квартиру ЖК «Sezim Qala Baqyt» 14 очередь в оживленном районе с разви…", мкр Комсомольский Туран 55/5 — Туран и Орнбор,35200000,Хозяин недвижимости,sezim qala.baqyt,монолитный дом,False,2023,2.7,без мебели,раздельный,черновая отделка,80.2,3,18.0,20.0,Есильский р-н
"1-комнатная квартира, 39.5 м², 4/12 этаж","жил. комплекс Alpamys, кирпичный дом, 2021 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, телефон: нет, интернет через TV кабель, меблирована полностью, Пәтер іздеп жүрген жандар! Мен сіздерге өзімнің пәтерімді ұсынғым келіп тұр. Жас отбасыларға арналған пәтер. Орналасқан жері өт…", Улы Дала — Ұлы дала / Қабанбай батыр,25000000,Хозяин недвижимости,alpamys,кирпичный дом,False,2021,3.0,,совмещенный,хорошее,39.5,1,4.0,12.0,Нура р-н
"3-комнатная квартира, 91.2 м², 9/10 этаж","жил. комплекс Мирный, монолитный дом, 2008 г.п., состояние: хорошее, жил. площадь 48.9 м², кухня 10.9 м², потолки 2.78м., санузел раздельный, телефон: отдельный, интернет ADSL, меблирована частично, Продается 3-х комнатную квартира в тихом и очень хорошем районе. квартира от хозяина, реелторов прос…", Кумисбекова 3a — ул. Сейфуллина ул Абая,35000000,Хозяин недвижимости,мирный,монолитный дом,False,2008,2.78,,раздельный,хорошее,91.2,3,9.0,10.0,Сарыарка р-н
"1-комнатная квартира, 35 м², 3/10 этаж","жил. комплекс Manhattan, кирпичный дом, 2019 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, телефон: отдельный, интернет оптика, меблирована полностью, 🔥🔥🔥 продается полноценная 1комнатная квартира в ЖК Manhattan , Комфорт плюс класса. В доме есть паркинг, Закрытый двор - очень уд…", Анет баба,19980000,Риелтор,manhattan,кирпичный дом,False,2019,3.0,,совмещенный,хорошее,35.0,1,3.0,10.0,Нура р-н
"3-комнатная квартира, 73 м², 2/14 этаж","монолитный дом, 2014 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, телефон: отдельный, интернет оптика, без мебели, 🔸Комнаты изолированы✔️ 🔸Распашонка✔️. 2 балкона✔️ 🔸Документы готовы к переоформлению✔️ 🔸Рассмотрим ипотеку✔️ 🔸Рядом N°74, 83, 86 школа, сады N°79, 83, 71, 69✔️ 🔸Отличн…", Кошкарбаева 45/1,27990000,Риелтор,,монолитный дом,False,2014,2.7,без мебели,раздельный,хорошее,73.0,3,2.0,14.0,Алматы р-н
"3-комнатная квартира, 80 м², 9/10 этаж","кирпичный дом, 2015 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, телефон: отдельный, интернет оптика, меблирована частично, 🔸Комнаты изолированы✔️ 🔸Распашонка✔️. Балкон✔️ 🔸Документы готовы к переоформлению✔️ 🔸Рассмотрим ипотеку✔️ 🔸Рядом N°74, 83, 86 школа, сады N°79, 83, 71, 69…", Жургенова 32,28200000,Риелтор,,кирпичный дом,False,2015,2.7,,раздельный,хорошее,80.0,3,9.0,10.0,Алматы р-н
"2-комнатная квартира, 58.6 м², 5/9 этаж","В залоге, жил. комплекс Aq-Didar, монолитный дом, 2023 г.п., состояние: требует ремонта, потолки 2.72м., Пред. чистовая отделка. Распашонка Не угловая В квартире тепло, солнечно. Можно в ипотеку", Казбек би 15,26000000,Хозяин недвижимости,aq didar,монолитный дом,True,2023,2.72,,,требует ремонта,58.6,2,5.0,9.0,Есильский р-н
"1-комнатная квартира, 45 м², 2/7 этаж","кирпичный дом, 2022 г.п., потолки 3м., без мебели, Сочно продается, Новый дом, 2022г, документы на руках можно оформить через банк рассматриваем варианты и торг", Акан Серы 24,18000000,Хозяин недвижимости,,кирпичный дом,False,2022,3.0,без мебели,,,45.0,1,2.0,7.0,Сарыарка р-н
"4-комнатная квартира, 128.3 м², 13/18 этаж","жил. комплекс LandMark, монолитный дом, 2024 г.п., потолки 3м., Вашему вниманию представляем шикарную 4х комнатную квартиру в одном из востребованных и динамичных районов нашей столицы. LANDMARK расположен в ультрамодном районе столицы – по улице Сауран, между улицами Достык и Сыганак. Такая лок…", Достык 8/2,78000000,Риелтор,landmark,монолитный дом,False,2024,3.0,,,,128.3,4,13.0,18.0,Есильский р-н
"1-комнатная квартира, 35 м², 6/9 этаж","жил. комплекс KURMET, кирпичный дом, 2022 г.п., потолки 3м., санузел совмещенный, меблирована частично, Продам 1-комнатную квартиру в ЖК КУРМЕТ. В шаговой доступности 70,92 школы, 73 гос садик, дворец школьников. Торг уместен", Дауылпаз 7/2,21500000,Хозяин недвижимости,kurmet,кирпичный дом,False,2022,3.0,,совмещенный,,35.0,1,6.0,9.0,Алматы р-н
"2-комнатная квартира, 50 м², 10/10 этаж","жил. комплекс Эльбрус, монолитный дом, 2021 г.п., потолки 2.9м., санузел совмещенный, Продам 2 комнатную квартиру, документы в порядке возможно ипотека☎️ Прошу посредников и риелторов не беспокоит❌", Нажимеденова 39,18500000,Хозяин недвижимости,эльбрус,монолитный дом,False,2021,2.9,,совмещенный,,50.0,2,10.0,10.0,Алматы р-н
"2-комнатная квартира, 67 м², 9/12 этаж","В залоге, жил. комплекс Турсын Астана, монолитный дом, 2012 г.п., потолки 2.7м., Продам 2-х комнатную полноценную квартиру в отличном районе. Рядом расположены Драм.театр, Пирамида, Мечеть Хазрет Султана. Школа 83, 72, детские сады. Удобная транспортная развязка во все направления города. Квартир…", Кошкарбаева,22500000,Риелтор,турсын астана,монолитный дом,True,2012,2.7,,,,67.0,2,9.0,12.0,Алматы р-н
"1-комнатная квартира, 50 м², 20/22 этаж","жил. комплекс Москва, монолитный дом, 2008 г.п., состояние: хорошее, потолки 2.8м., Продам, сами жили все время и не сдавалась. Риэлторов прощу не беспокоить!!! Не спешу продажей Ипотека есть Торг минимальный", Иманова 17 — Иманова 17,25500000,Хозяин недвижимости,москва,монолитный дом,False,2008,2.8,,,хорошее,50.0,1,20.0,22.0,Байконур р-н
"2-комнатная квартира, 58.1 м², 2/5 этаж","кирпичный дом, 2016 г.п., Продается полноценная 2х комнт квартира.Комнаты изолированые,санузел раздельный,балкон в гостиной застеклен,линейная планировка.Пластиковые окна,линолеум,счетчики,косметический ремонт,солнечная сторона,очень теплая,неугловая.На площадке 5 квартир,соседи дружелюбные.Дом с…", Аманжол Болекпаев 13,24000000,Риелтор,,кирпичный дом,False,2016,,,раздельный,,58.1,2,2.0,5.0,Алматы р-н
"1-комнатная квартира, 33 м², 6/14 этаж","монолитный дом, 2017 г.п., 10260759 Встроенная кухня, пластиковые окна, улучшенная, неугловая, тихий двор. Продам 1 комнатную квартиру, после ремонта на 6 этаже, есть лифт, тихий, семейный двор, квартира теплая, светлая. Соседи хорошие.Современный ремонт (капитальный ремонт) — это более сложн…",айнаколь 58/1,14000000,Риелтор,,монолитный дом,False,2017,,,,,33.0,1,6.0,14.0,
"2-комнатная квартира, 69 м², 3/16 этаж","жил. комплекс Тамыз, кирпичный дом, 2007 г.п., состояние: хорошее, потолки 2.7м., меблирована полностью, Продается очень теплая и уютная квартира в ЖК Тамыз. Квартира меблирована и присутствует вся необходимая техника для комфортной жизни. Квартира расположена на 3 этаже, имеются грузовой и пасса…", Тлендиева 15/1,25000000,Риелтор,тамыз,кирпичный дом,False,2007,2.7,,,хорошее,69.0,2,3.0,16.0,Сарыарка р-н
"1-комнатная квартира, 31 м², 12/16 этаж","жил. комплекс Nova City, монолитный дом, 2020 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, меблирована частично, Новая и светлая квартира, свежий ремонт, никто не проживал. Идеальный вариант для молодой семьи, во дворе находиться школа Бином, детский сад, Магнум и Смолл. То…", Просп. Аль-Фараби 40/2 21,16000000,Хозяин недвижимости,nova city,монолитный дом,False,2020,2.7,,совмещенный,хорошее,31.0,1,12.0,16.0,Есильский р-н
"2-комнатная квартира, 62 м², 10/13 этаж","жил. комплекс Кампус, монолитный дом, 2016 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, интернет оптика, меблирована частично, Продаем 2х комнатную квартиру, распашонка, желательно за наличный расчёт! С отличной развитой инфраструктурой. Супермаркет ""Спутник""…", Жубанова 10А,27490000,Хозяин недвижимости,кампус,монолитный дом,False,2016,2.7,,совмещенный,хорошее,62.0,2,10.0,13.0,Байконур р-н
"4-комнатная квартира, 132.7 м², 4/10 этаж","жил. комплекс Анфилада, кирпичный дом, 2005 г.п., состояние: среднее, потолки 2.8м., санузел 2 с/у и более, меблирована полностью, Продам 4 комнатную полноценную квартиру в ЖК Анфилада. Квартира распашонка, уютная и с хорошей аурой. В шаговой доступности: международная школа «Мирас», Свято-Ус…", Беимбета Майлина 29/1,50000000,Риелтор,анфилада,кирпичный дом,False,2005,2.8,,2,среднее,132.7,4,4.0,10.0,Алматы р-н
"2-комнатная квартира, 54.2 м², 4/5 этаж","кирпичный дом, 2010 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, меблирована частично, Срочно продам полноценную 2 -х комнатную квартиру, тёплый уютный имеется гардеробный шкаф. Отличное местоположение, развитый ра…", Бердібек Соқпақбаев 16/3 — Начало Сейфуллина,23500000,Хозяин недвижимости,,кирпичный дом,False,2010,2.7,,совмещенный,хорошее,54.2,2,4.0,5.0,Сарыарка р-н
"1-комнатная квартира, 45.2 м², 4/10 этаж","кирпичный дом, 2018 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, меблирована полностью, Продам 1, 5 (полуторка) в районе Сарыарка. Полностью меблированная, уютная и с хорошей аурой. 🏗️ Застройщик - Жануя Инвест ПРЕИМУЩЕСТВА: ✅ Дом комфорт класса ✅ Малоквартирный, кирпичный…", Бейбарыс Султан,24900000,Риелтор,,кирпичный дом,False,2018,2.8,,совмещенный,хорошее,45.2,1,4.0,10.0,Сарыарка р-н
"2-комнатная квартира, 42 м², 11/14 этаж","монолитный дом, 2020 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, интернет ADSL, меблирована частично, 🔥🔥🔥СРОЧНО Продам Полноценную 1-х Комнатную Квартиру Нура район!🔥🔥🔥 ✅ Застройщик Nur Astana Kurylysу ✅ Этажность : 14-20 ✅ Паркинг подземный 🛑 Жилой Комплекс построен из кирп…", мангилик ел,22500000,Риелтор,,монолитный дом,False,2020,,,совмещенный,хорошее,42.0,2,11.0,14.0,Есильский р-н
"1-комнатная квартира, 48 м², 9/14 этаж","жил. комплекс Hazar, 2023 г.п., состояние: хорошее, потолки 2.8м., Видовая квартира вдоль Мәнгілік Ел, с видом на EXPO, квартира со свежим ремонтом, с документами (техпаспорт и т.д. ) . Рассмотрим ипотеку. Торг не большой. Большая лоджия 10 м. Во дворе детский сад ""Balbala"" и рядом шко…", Мәңгілік Ел 62/2,23700000,Хозяин недвижимости,hazar,,False,2023,2.8,,,хорошее,48.0,1,9.0,14.0,Есильский р-н
"1-комнатная квартира, 39 м², 3/5 этаж","В залоге, кирпичный дом, 2018 г.п., состояние: среднее, потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, интернет ADSL, меблирована полностью, Квартира теплая, дом не высокий, на 3 этаже очень удобно, сейчас проживают квартиранты. в жилстройсбербанке, переоформи…", Алихана Бокейхана 21/1 — Улы дала Мангелик ель,20500000,Хозяин недвижимости,,кирпичный дом,True,2018,2.7,,раздельный,среднее,39.0,1,3.0,5.0,Есильский р-н
"2-комнатная квартира, 64 м², 2/12 этаж","жил. комплекс Бейбарыс, монолитный дом, 2020 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, интернет оптика, Квартира светлая, с ремонтом, рядом с Депутатский городком. Двор тихий, дом на пандусе, имеется паркинг. На этаже кладовка. Детская изолированная площадка. Недалеко речка. Рядо…", Нажимеденова 34,32500000,Хозяин недвижимости,бейбарыс,монолитный дом,False,2020,3.0,,совмещенный,хорошее,64.0,2,2.0,12.0,Алматы р-н
"2-комнатная квартира, 52.9 м², 9/21 этаж","монолитный дом, 2018 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, меблирована полностью, Продается хорошая 2-ком квартира. ✅ Алматинский район ✅ Этажи: 9/21 ✅ Площадь: 52.9 кв. м., кухня 10 кв. м. ✅ а/б маршруты: #21 #14 #48 #50 ✅ Современный ремонт ✅ 2 сан/узла, застекленная лодж…", А-62 8,28000000,Риелтор,,монолитный дом,False,2018,2.8,,совмещенный,хорошее,52.9,2,9.0,21.0,Алматы р-н
"3-комнатная квартира, 90.4 м², 14/14 этаж","жил. комплекс Dream City, монолитный дом, 2019 г.п., потолки 3м., санузел 2 с/у и более, Предлагаем вашему вниманию 3 комнатную квартиру в доме бизнес класса. Отличное предложение, современная квартира с качественным ремонтом, с отличной планировкой. А также с красивым видом на город! ЖК Dream c…", Мангилик Ел 47,75000000,Риелтор,dream city,монолитный дом,False,2019,3.0,,2,,90.4,3,14.0,14.0,Есильский р-н
"2-комнатная квартира, 53.5 м², 21/22 этаж","жил. комплекс Гранд Астана, монолитный дом, 2011 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, телефон: отдельный, интернет ADSL, 🔱Продается 2 ком студия в жк Гранд Астана 🔱 🔰 Про сам дом : 🔰Стадия строительства: Cдан в 2011 году 🔰Этажность: 22-этажные здания 🔰Стены монолит/газоб…", Нажимеденова,20500000,Риелтор,гранд астана,монолитный дом,False,2011,3.0,,совмещенный,хорошее,53.5,2,21.0,22.0,Алматы р-н
"2-комнатная квартира, 54.23 м², 2/14 этаж","жил. комплекс Turan Life, монолитный дом, 2023 г.п., потолки 2.7м., 🔵 ЖК ""Turan Life 1-1"" 🔑Дом готов, сдан, ключи сразу ⭕ Локация - 900 метров южнее Хан Шатыра по проспекту Туран ❗квартира Без комиссии - есть и другие объекты - звоните❗ Цена указана со скидкой - при полной оплате ✔…",Абикена Бектурова 11,23402000,Риелтор,turan life,монолитный дом,False,2023,2.7,,,,54.23,2,2.0,14.0,
"1-комнатная квартира, 36 м², 5/6 этаж","кирпичный дом, 2012 г.п., потолки 2.7м., Продам 1 ком квартиру, документы на руках можно в ипотеку", Кенен Әзірбаев 2,20000000,Хозяин недвижимости,,кирпичный дом,False,2012,2.7,,,,36.0,1,5.0,6.0,Алматы р-н
"2-комнатная квартира, 55.7 м², 3/16 этаж","кирпичный дом, 2011 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, телефон: отдельный, интернет проводной, меблирована частично, Продам квартиру 2 х комнатную полноценную. в хорошем развитом районе, Частично меблированная. рядом в шаговой доступности находится поликлиника, школ…", мустафина 21/6,29700000,Хозяин недвижимости,,кирпичный дом,False,2011,2.7,,раздельный,хорошее,55.7,2,3.0,16.0,Алматы р-н
"1-комнатная квартира, 35.28 м², 1/9 этаж","жил. комплекс Оазис, монолитный дом, 2023 г.п., состояние: черновая отделка, потолки 2.8м., Локация Комплекс находится в новом районе, на некотором удалении от объектов социально бытовой инфраструктуры. В радиусе полутора километров имеется школа, лицей, университет, несколько магази…", Айтматова 1,11000000,Хозяин недвижимости,оазис,монолитный дом,False,2023,2.8,,,черновая отделка,35.28,1,1.0,9.0,Есильский р-н
